,LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,LicenseFee,CertificateNumber,LicenseStatus,LicenseeFirstName,LicenseeLastName,TradeName,CorpName,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,Location 1,Latitude,Longitude
488,LBD7,BWL,183,05/01/2015,04/30/2016,2015,$1320.00,508,Renewed,BRIAN WARD,KNIGHT,COCKY LOU'S,"AZ PLUS, INC",Tavern,7 days,"Beer, Wine, & Liquor",2101-03 NORTH AVENUE EAST,21213,"2101-03 NORTH AVENUE EAST
21213
(39.312395053000046, -76.58856962999994)",39.312395053,-76.58856963
489,LBD7,BWL,183,05/01/2015,04/30/2016,2015,$1320.00,508,Renewed,MYONG O.,FRILEY,COCKY LOU'S,"AZ PLUS, INC",Tavern,7 days,"Beer, Wine, & Liquor",2101-03 NORTH AVENUE EAST,21213,"2101-03 NORTH AVENUE EAST
21213
(39.312395053000046, -76.58856962999994)",39.312395053,-76.58856963
490,LBD7,BWL,375,05/01/2015,04/30/2016,2015,$1320.00,1061,Renewed,COLLEEN D,VANSKIVER,COLLEEN'S CORNER,"V.G. ENTERPRISES, INC",Tavern,7 days,"Beer, Wine, & Liquor",2231 CEDLEY STREET,21230,"2231 CEDLEY STREET
21230
(39.26314387700006, -76.63194229699997)",39.263143877,-76.631942297
491,LC,BWL,55,05/01/2015,04/30/2016,2015,$550.00,1252,Renewed,JOSEPH L.,BRADLEY,COLLEGE CENTER,"LOYOLA UNIVERSITY MARYLAND, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",4501 CHARLES STREET NORTH,21210,"4501 CHARLES STREET NORTH
21210
(39.34541564600005, -76.62207530699999)",39.345415646,-76.622075307
492,LC,BWL,55,05/01/2015,04/30/2016,2015,$550.00,1252,Renewed,TIMOTHY LAW,SNYDER,COLLEGE CENTER,"LOYOLA UNIVERSITY MARYLAND, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",4501 CHARLES STREET NORTH,21210,"4501 CHARLES STREET NORTH
21210
(39.34541564600005, -76.62207530699999)",39.345415646,-76.622075307
493,LA,BWL,162,05/01/2015,04/30/2016,2015,$858.00,859,Renewed,LEON,ALBIN,CONTRACT PURCHASER,,Package goods only,6 days,"Beer, Wine, & Liquor",2060 MONDAWMIN MALL,21215,"2060 MONDAWMIN MALL
21215
(39.346047148000025, -76.68329568999997)",39.346047148,-76.68329569
494,LBD7,BWL,434,05/01/2015,04/30/2016,2015,$1320.00,1240,Renewed,RICHARD,COHEN,CONTRACT PURCHASER,,Tavern,7 days,"Beer, Wine, & Liquor",1173-75 SARGEANT STREET,21223,"1173-75 SARGEANT STREET
21223
(39.28242349400006, -76.63402757599994)",39.282423494,-76.634027576
495,LB,BWL,320,05/01/2015,04/30/2016,2015,$1320.00,1259,Renewed,PETER ,"ANGELOS, ESQ.",CONTRACT PURCHASER,,Restaurant,7 days,"Beer, Wine, & Liquor",923-27 EASTERN AVENUE,21202,"923-27 EASTERN AVENUE
21202
(39.28523037900004, -76.60098166999995)",39.285230379,-76.60098167
496,WD,BW,45,05/01/2015,04/30/2016,2015,$165.00,1297,Renewed,DECOURSEY,WILSON,CONTRACT PURCHASER,T/A,Tavern License,7 days,Beer & Light Wine,32 CHESTER STREET NORTH,21231,"32 CHESTER STREET NORTH
21231
(39.29276789000005, -76.58751607099998)",39.29276789,-76.587516071
497,WD,BW,45,05/01/2015,04/30/2016,2015,$165.00,1297,Renewed,ROBERT,COCKEY,CONTRACT PURCHASER,T/A,Tavern License,7 days,Beer & Light Wine,32 CHESTER STREET NORTH,21231,"32 CHESTER STREET NORTH
21231
(39.29276789000005, -76.58751607099998)",39.29276789,-76.587516071
498,LBD7,BWL,423,05/01/2015,04/30/2016,2015,$1320.00,1216,Renewed,BRETT,AUSTIN,CONTRACT PURCHASERS,,Tavern,7 days,"Beer, Wine, & Liquor",12-14 CROSS STREET EAST,21230,"12-14 CROSS STREET EAST
21230
(39.27693245300003, -76.61363822299995)",39.276932453,-76.613638223
499,LBD7,BWL,423,05/01/2015,04/30/2016,2015,$1320.00,1216,Renewed,JOSHUA M.,FOTI,CONTRACT PURCHASERS,,Tavern,7 days,"Beer, Wine, & Liquor",12-14 CROSS STREET EAST,21230,"12-14 CROSS STREET EAST
21230
(39.27693245300003, -76.61363822299995)",39.276932453,-76.613638223
500,LA,BWL,1,05/01/2015,04/30/2016,2015,$858.00,2,Renewed,LAVENIA,THOMAS,COOPER'S LIQUOR,"DHILLONS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",568-70 OLD TOWN MALL,21202,"568-70 OLD TOWN MALL
21202
(39.29726018500003, -76.60262833099995)",39.297260185,-76.602628331
501,LA,BWL,1,05/01/2015,04/30/2016,2015,$858.00,2,Renewed,SARABJIT,DHILLON,COOPER'S LIQUOR,"DHILLONS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",568-70 OLD TOWN MALL,21202,"568-70 OLD TOWN MALL
21202
(39.29726018500003, -76.60262833099995)",39.297260185,-76.602628331
502,LBD7,BWL,235,05/01/2015,04/30/2016,2015,$1320.00,647,Renewed,ANDRE,BOURGEOIS,COPPER WOOD AND ZINK,"J-MAKTO COMPANY, LLC",Tavern,7 days,"Beer, Wine, & Liquor",2522-24 FAIT AVENUE,21224,"2522-24 FAIT AVENUE
21224
(39.28307249100004, -76.58043490399996)",39.283072491,-76.580434904
503,LBD7,BWL,235,05/01/2015,04/30/2016,2015,$1320.00,647,Renewed,ANTHONY,BUTTA,COPPER WOOD AND ZINK,"J-MAKTO COMPANY, LLC",Tavern,7 days,"Beer, Wine, & Liquor",2522-24 FAIT AVENUE,21224,"2522-24 FAIT AVENUE
21224
(39.28307249100004, -76.58043490399996)",39.283072491,-76.580434904
504,LBD7,BWL,235,05/01/2015,04/30/2016,2015,$1320.00,647,Renewed,ENRICO,DI COCCO,COPPER WOOD AND ZINK,"J-MAKTO COMPANY, LLC",Tavern,7 days,"Beer, Wine, & Liquor",2522-24 FAIT AVENUE,21224,"2522-24 FAIT AVENUE
21224
(39.28307249100004, -76.58043490399996)",39.283072491,-76.580434904
505,LA,BWL,226,06/19/2015,04/30/2016,2015,$200.00,T1244,Transferred,JONES,MONTGOMERY,CORKY'S LIQUORS,"DESI AUG, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",5404-06 YORK ROAD,21212,"5404-06 YORK ROAD
21212
(39.35564403600006, -76.60992214599997)",39.355644036,-76.609922146
506,LA,BWL,226,06/19/2015,04/30/2016,2015,$200.00,T1244,Transferred,SANAMDEEP ,SINGH,CORKY'S LIQUORS,"DESI AUG, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",5404-06 YORK ROAD,21212,"5404-06 YORK ROAD
21212
(39.35564403600006, -76.60992214599997)",39.355644036,-76.609922146
507,LA,BWL,226,06/19/2015,04/30/2016,2015,$200.00,T1244,Transferred,UPENDRA ,SHRESTHA,CORKY'S LIQUORS,"DESI AUG, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",5404-06 YORK ROAD,21212,"5404-06 YORK ROAD
21212
(39.35564403600006, -76.60992214599997)",39.355644036,-76.609922146
508,WD,BW,19,05/01/2015,04/30/2016,2015,$165.00,451,Renewed,BRYAN K.,SIMMONS,CORNER BISTRO & WINE BAR,"BKS ENTERPRISES, LLC",Tavern License,7 days,Beer & Light Wine,213-15 PENN STREET SOUTH,21230,"213-15 PENN STREET SOUTH
21230
(39.28557368500003, -76.62579793599997)",39.285573685,-76.625797936
509,LBHM,BWL,11,05/01/2015,04/30/2016,2015,$6500.00,683,Renewed,JAMES A.,CARROLL,COURTYARD BY MARRIOTT-COURTYARD CAFE,"CRESTLINE HOTELS & RESORTS, INC.-BALTIMORE",Hotel/Motel,7 days,"Beer, Wine, & Liquor",1000 ALICEANNA STREET,21202,"1000 ALICEANNA STREET
21202
(39.28328806800005, -76.60003100399996)",39.283288068,-76.600031004
510,LBHM,BWL,11,05/01/2015,04/30/2016,2015,$6500.00,683,Renewed,JUSTIN T.,RAYMAN,COURTYARD BY MARRIOTT-COURTYARD CAFE,"CRESTLINE HOTELS & RESORTS, INC.-BALTIMORE",Hotel/Motel,7 days,"Beer, Wine, & Liquor",1000 ALICEANNA STREET,21202,"1000 ALICEANNA STREET
21202
(39.28328806800005, -76.60003100399996)",39.283288068,-76.600031004
511,LBHM,BWL,11,05/01/2015,04/30/2016,2015,$6500.00,683,Renewed,PIERRE,DONAHUE,COURTYARD BY MARRIOTT-COURTYARD CAFE,"CRESTLINE HOTELS & RESORTS, INC.-BALTIMORE",Hotel/Motel,7 days,"Beer, Wine, & Liquor",1000 ALICEANNA STREET,21202,"1000 ALICEANNA STREET
21202
(39.28328806800005, -76.60003100399996)",39.283288068,-76.600031004
512,LD,BWL,57,05/01/2015,04/30/2016,2015,$825.00,1231,Renewed,MICHAEL A.,BUSCHER,CRAZY LIL'S,"27 CROSS ASSOCIATES, LLC",Tavern,6 days,"Beer, Wine, & Liquor",27 CROSS STREET EAST,21230,"27 CROSS STREET EAST
21230
(39.27666360000006, -76.61330759499998)",39.2766636,-76.613307595
513,LB,BWL,151,05/01/2015,04/30/2016,2015,$2500.00,733,Renewed,TERRI,TURNER,CREATIVE ALLIANCE,"CREATIVE ALLIANCE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",3134 EASTERN AVENUE,21224,"3134 EASTERN AVENUE
21224
(39.286468365000076, -76.57176092199995)",39.286468365,-76.571760922
514,LB,BWL,63,05/01/2015,04/30/2016,2015,$1520.00,368,Renewed,DONNA,MORRIS-SNOUSSI,CREPE DU JOUR,"CREPE DU JOUR, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1609 SULGRAVE AVENUE,21209,"1609 SULGRAVE AVENUE
21209
(39.36726406200006, -76.65233883699995)",39.367264062,-76.652338837
515,LB,BWL,63,05/01/2015,04/30/2016,2015,$1520.00,368,Renewed,MARIE-PAULE,COSTER,CREPE DU JOUR,"CREPE DU JOUR, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1609 SULGRAVE AVENUE,21209,"1609 SULGRAVE AVENUE
21209
(39.36726406200006, -76.65233883699995)",39.367264062,-76.652338837
516,LB,BWL,63,05/01/2015,04/30/2016,2015,$1520.00,368,Renewed,MUSTAPHA,SNOUSSI,CREPE DU JOUR,"CREPE DU JOUR, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1609 SULGRAVE AVENUE,21209,"1609 SULGRAVE AVENUE
21209
(39.36726406200006, -76.65233883699995)",39.367264062,-76.652338837
517,LA,BWL,123,05/01/2015,04/30/2016,2015,$858.00,576,Renewed,RAJINDER SINGH,SANDHU,CROSS TOWN LIQUORS,"H&P FRIENDS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",3243-45 BELAIR ROAD,21213,"3243-45 BELAIR ROAD
21213
(39.32107779900008, -76.57424149099995)",39.321077799,-76.574241491
518,LBD7,BWL,201,05/01/2015,04/30/2016,2015,$1320.00,538,Renewed,PAUL F.,SCHIFFBAUER,CURB SHOPPE,"LELMAR, INC.",Tavern,7 days,"Beer, Wine, & Liquor",5736 FALLS ROAD,21209,"5736 FALLS ROAD
21209
(39.36653005800008, -76.64781267399997)",39.366530058,-76.647812674
519,LBD7,BWL,109,05/01/2015,04/30/2016,2015,$1320.00,305,Renewed,PEGGY SUE,PELANT,CURLEY STREET CAFE,,Tavern,7 days,"Beer, Wine, & Liquor",701 CURLEY STREET SOUTH,21224,"701 CURLEY STREET SOUTH
21224
(39.28416265000004, -76.57492508799999)",39.28416265,-76.574925088
520,LA,BWL,194,05/01/2015,04/30/2016,2015,$858.00,1032,Renewed,HWA SUN,YI,CURLY'S LIQUORS,"WON & YI ENTERPRISES, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",5200 REISTERSTOWN ROAD,21215,"5200 REISTERSTOWN ROAD
21215
(39.34303618400003, -76.68369703399998)",39.343036184,-76.683697034
521,LA,BWL,194,05/01/2015,04/30/2016,2015,$858.00,1032,Renewed,KIL YEON,WON,CURLY'S LIQUORS,"WON & YI ENTERPRISES, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",5200 REISTERSTOWN ROAD,21215,"5200 REISTERSTOWN ROAD
21215
(39.34303618400003, -76.68369703399998)",39.343036184,-76.683697034
522,LA,BWL,194,05/01/2015,04/30/2016,2015,$858.00,1032,Renewed,YOUNG SUN,YI,CURLY'S LIQUORS,"WON & YI ENTERPRISES, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",5200 REISTERSTOWN ROAD,21215,"5200 REISTERSTOWN ROAD
21215
(39.34303618400003, -76.68369703399998)",39.343036184,-76.683697034
523,LA,BWL,211,05/01/2015,04/30/2016,2015,$858.00,1159,Renewed,LINDA,CIMBRON,CVS/PHARMACY #4107,"MARYLAND CVS PHARMACY, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",6828 REISTERSTOWN ROAD,21215,"6828 REISTERSTOWN ROAD
21215
(39.360013035000065, -76.70745216299997)",39.360013035,-76.707452163
524,LA,BWL,211,05/01/2015,04/30/2016,2015,$858.00,1159,Renewed,MELISSA,PIERCE,CVS/PHARMACY #4107,"MARYLAND CVS PHARMACY, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",6828 REISTERSTOWN ROAD,21215,"6828 REISTERSTOWN ROAD
21215
(39.360013035000065, -76.70745216299997)",39.360013035,-76.707452163
525,LA,BWL,211,05/01/2015,04/30/2016,2015,$858.00,1159,Renewed,THOMAS S.,MOFFATT,CVS/PHARMACY #4107,"MARYLAND CVS PHARMACY, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",6828 REISTERSTOWN ROAD,21215,"6828 REISTERSTOWN ROAD
21215
(39.360013035000065, -76.70745216299997)",39.360013035,-76.707452163
526,LA,BWL,74,05/01/2015,04/30/2016,2015,$858.00,304,Renewed,HYUN-JUN TONY,ER,D & M LIQUORS,"HJE, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2443 HOFFMAN STREET EAST,21213,"2443 HOFFMAN STREET EAST
21213
(39.30684301300005, -76.58291961899994)",39.306843013,-76.582919619
527,LA,BWL,74,05/01/2015,04/30/2016,2015,$858.00,304,Renewed,MOON SUK,ER,D & M LIQUORS,"HJE, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2443 HOFFMAN STREET EAST,21213,"2443 HOFFMAN STREET EAST
21213
(39.30684301300005, -76.58291961899994)",39.306843013,-76.582919619
528,LA,BWL,74,05/01/2015,04/30/2016,2015,$858.00,304,Renewed,SUNG IL,ER,D & M LIQUORS,"HJE, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2443 HOFFMAN STREET EAST,21213,"2443 HOFFMAN STREET EAST
21213
(39.30684301300005, -76.58291961899994)",39.306843013,-76.582919619
529,LB,BWL,20,05/01/2015,04/30/2016,2015,$1820.00,103,Renewed,MARY ANN,CRICCHIO,DA MIMMO FINEST ITALIAN CUISINE,"IL MONDO, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",215-17 HIGH STREET SOUTH,21202,"215-17 HIGH STREET SOUTH
21202
(39.28715443900006, -76.60231427399998)",39.287154439,-76.602314274
530,LB,BWL,10,05/01/2015,04/30/2016,2015,$1520.00,42,Renewed,GENE,RAYNOR,DALESIO'S OF LITTLE ITALY,"DALESIO'S OF LITTLE ITALY, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",829 EASTERN AVENUE,21202,"829 EASTERN AVENUE
21202
(39.28520316000004, -76.60177901599997)",39.28520316,-76.601779016
531,LB,BWL,10,05/01/2015,04/30/2016,2015,$1520.00,42,Renewed,PAUL L.,OLIVER,DALESIO'S OF LITTLE ITALY,"DALESIO'S OF LITTLE ITALY, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",829 EASTERN AVENUE,21202,"829 EASTERN AVENUE
21202
(39.28520316000004, -76.60177901599997)",39.28520316,-76.601779016
532,LBD7,BWL,67,05/01/2015,04/30/2016,2015,$1320.00,192,Renewed,KWANG H.,CHOI,DANNY'S LOUNGE,"S & K TAVERN, INC.",Tavern,7 days,"Beer, Wine, & Liquor",4316 REISTERSTOWN ROAD,21215,"4316 REISTERSTOWN ROAD
21215
(39.337973316000046, -76.66725540099998)",39.337973316,-76.667255401
533,LB,BWL,284,05/01/2015,04/30/2016,2015,$1320.00,1129,Renewed,GEORGETTE,STAVRAKAS,DARBAR RESTAURANT,"BEST THAI, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1911-13 ALICEANNA STREET,21231,"1911-13 ALICEANNA STREET
21231
(39.28365636600006, -76.58959120499998)",39.283656366,-76.589591205
534,LB,BWL,284,05/01/2015,04/30/2016,2015,$1320.00,1129,Renewed,HARALABOS,STAVRAKAS,DARBAR RESTAURANT,"BEST THAI, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1911-13 ALICEANNA STREET,21231,"1911-13 ALICEANNA STREET
21231
(39.28365636600006, -76.58959120499998)",39.283656366,-76.589591205
535,LBD7,BWL,205,05/01/2015,04/30/2016,2015,$1320.00,545,Renewed,LISA,HARVEY,DARKSIDE LOUNGE,"DARKSIDE LOUNGE, LLC",Tavern,7 days,"Beer, Wine, & Liquor",6826-32 HARFORD ROAD,21234,"6826-32 HARFORD ROAD
21234
(39.36524229200006, -76.55030365199997)",39.365242292,-76.550303652
536,LBD7,BWL,329,05/01/2015,04/30/2016,2015,$1320.00,891,Renewed,DAVID M.,JONES,DAVEY JONES LOCKER,"HUBBE, INC.",Tavern,7 days,"Beer, Wine, & Liquor",800 DEAN STREET SOUTH,21224,"800 DEAN STREET SOUTH
21224
(39.283228149000024, -76.56602601499998)",39.283228149,-76.566026015
537,LB,BWL,61,05/01/2015,04/30/2016,2015,$2320.00,359,Renewed,DAVID D.,MORGAN,DAVID'S RESTAURANT,"3626A FALLS ROAD, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",3626A FALLS ROAD,21211,"3626A FALLS ROAD
21211
(39.331445391000045, -76.63510948099997)",39.331445391,-76.635109481
538,LBHM,BWL,20,05/01/2015,04/30/2016,2015,$6500.00,1067,Renewed,ALISON,JONES,DAYS INN INNER HARBOR,"DAYS INN INNER HARBOR, INC.",Hotel/Motel,7 days,"Beer, Wine, & Liquor",100 HOPKINS PLACE,21202,"100 HOPKINS PLACE
21202
(39.29526706900003, -76.61013883199996)",39.295267069,-76.610138832
539,LBHM,BWL,20,05/01/2015,04/30/2016,2015,$6500.00,1067,Renewed,JAMES,BOYD,DAYS INN INNER HARBOR,"DAYS INN INNER HARBOR, INC.",Hotel/Motel,7 days,"Beer, Wine, & Liquor",100 HOPKINS PLACE,21202,"100 HOPKINS PLACE
21202
(39.29526706900003, -76.61013883199996)",39.295267069,-76.610138832
540,LBHM,BWL,20,05/01/2015,04/30/2016,2015,$6500.00,1067,Renewed,JESSICA ,SHARRETT,DAYS INN INNER HARBOR,"DAYS INN INNER HARBOR, INC.",Hotel/Motel,7 days,"Beer, Wine, & Liquor",100 HOPKINS PLACE,21202,"100 HOPKINS PLACE
21202
(39.29526706900003, -76.61013883199996)",39.295267069,-76.610138832
541,LBD7,BWL,34,05/01/2015,04/30/2016,2015,$1320.00,95,Renewed,LAKEYSHA,JACKSON-HUTCHINS,DDL LOUNGE,"DDL LOUNGE, LLC",Tavern,7 days,"Beer, Wine, & Liquor",2008 BELAIR ROAD,21213,"2008 BELAIR ROAD
21213
(39.31555761100003, -76.58068938999997)",39.315557611,-76.58068939
542,LBD7,BWL,34,05/01/2015,04/30/2016,2015,$1320.00,95,Renewed,SHIRLEY,CAUDLE,DDL LOUNGE,"DDL LOUNGE, LLC",Tavern,7 days,"Beer, Wine, & Liquor",2008 BELAIR ROAD,21213,"2008 BELAIR ROAD
21213
(39.31555761100003, -76.58068938999997)",39.315557611,-76.58068939
543,LBD7,BWL,338,05/01/2015,04/30/2016,2015,$1320.00,918,Renewed,PAUL,KOPCHINSKI,DE KLEINE DUIVEL,"CZYN, LLC",Tavern,7 days,"Beer, Wine, & Liquor",3602 HICKORY AVENUE,21211,"3602 HICKORY AVENUE
21211
(39.331165749000036, -76.63384486599995)",39.331165749,-76.633844866
544,LA,BWL,4,05/01/2015,04/30/2016,2015,$858.00,18,Renewed,JAE SUN,LEE,DECKER LIQUOR,"DECKER LIQUOR, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1241 DECKER AVENUE NORTH,21213,"1241 DECKER AVENUE NORTH
21213
(39.306012217000045, -76.57491471699996)",39.306012217,-76.574914717
545,LA,BWL,4,05/01/2015,04/30/2016,2015,$858.00,18,Renewed,JUNG A.,LEE,DECKER LIQUOR,"DECKER LIQUOR, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1241 DECKER AVENUE NORTH,21213,"1241 DECKER AVENUE NORTH
21213
(39.306012217000045, -76.57491471699996)",39.306012217,-76.574914717
546,LA,BWL,28,05/01/2015,04/30/2016,2015,$858.00,113,Renewed,JUNG HO,LEE,DENISON LIQUORS,,Package goods only,6 days,"Beer, Wine, & Liquor",3401 EDMONDSON AVENUE,21229,"3401 EDMONDSON AVENUE
21229
(39.29398354700004, -76.67425984599998)",39.293983547,-76.674259846
547,LA,BWL,28,05/01/2015,04/30/2016,2015,$858.00,113,Renewed,JUNG SOOK,LEE,DENISON LIQUORS,,Package goods only,6 days,"Beer, Wine, & Liquor",3401 EDMONDSON AVENUE,21229,"3401 EDMONDSON AVENUE
21229
(39.29398354700004, -76.67425984599998)",39.293983547,-76.674259846
548,WD,BW,27,05/01/2015,04/30/2016,2015,$165.00,780,Renewed,DEANA,MALLAMAS,DEPOT,"IMAN, INC.",Tavern License,7 days,Beer & Light Wine,4453 BELAIR ROAD,21206,"4453 BELAIR ROAD
21206
(39.33023663800003, -76.56271320499997)",39.330236638,-76.562713205
549,LBD7,BWL,405,05/01/2015,04/30/2016,2015,$1320.00,1167,Renewed,MARGARET,COLLINS,DEPOT,"WHATEVER, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1728 CHARLES STREET NORTH,21201,"1728 CHARLES STREET NORTH
21201
(39.30962807800006, -76.61649595899996)",39.309628078,-76.616495959
550,LA,BWL,42,05/01/2015,04/30/2016,2015,$858.00,167,Renewed,DANIEL S.,LEE,DEW LIQUORS,"KAILASH, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",2610 HARFORD ROAD,21218,"2610 HARFORD ROAD
21218
(39.319202387000075, -76.59274282199993)",39.319202387,-76.592742822
551,LA,BWL,42,05/01/2015,04/30/2016,2015,$858.00,167,Renewed,SUSHMA,SHARMA,DEW LIQUORS,"KAILASH, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",2610 HARFORD ROAD,21218,"2610 HARFORD ROAD
21218
(39.319202387000075, -76.59274282199993)",39.319202387,-76.592742822
552,LBD7,BWL,352,05/01/2015,04/30/2016,2015,$1320.00,975,Renewed,CAROLYN L.,LISSAU,DIAMOND LOUNGE,"DIAMOND JIM, INC.",Tavern,7 days,"Beer, Wine, & Liquor",415 BALTIMORE STREET EAST,21202,"415 BALTIMORE STREET EAST
21202
(39.289732780000065, -76.60952004499995)",39.28973278,-76.609520045
553,LBD7,BWL,352,05/01/2015,04/30/2016,2015,$1320.00,975,Renewed,MICHAEL J,BUENGER,DIAMOND LOUNGE,"DIAMOND JIM, INC.",Tavern,7 days,"Beer, Wine, & Liquor",415 BALTIMORE STREET EAST,21202,"415 BALTIMORE STREET EAST
21202
(39.289732780000065, -76.60952004499995)",39.28973278,-76.609520045
554,AE,AE,1,07/01/2015,06/30/2016,2015,$1000.00,1271,Renewed,CAROLYN L.,LISSAU,DIAMOND LOUNGE,"DIAMOND JIM, INC.",Adult,,,415 BALTIMORE STREET EAST,21202,"415 BALTIMORE STREET EAST
21202
(39.289732780000065, -76.60952004499995)",39.28973278,-76.609520045
555,AE,AE,1,07/01/2015,06/30/2016,2015,$1000.00,1271,Renewed,MICHAEL J,BUENGER,DIAMOND LOUNGE,"DIAMOND JIM, INC.",Adult,,,415 BALTIMORE STREET EAST,21202,"415 BALTIMORE STREET EAST
21202
(39.289732780000065, -76.60952004499995)",39.28973278,-76.609520045
556,LB,BWL,50,05/01/2015,04/30/2016,2015,$2500.00,296,Renewed,JAY,SWANSON,DICK'S LAST RESORT,"DICK'S LAST RESORT OF BALTIMORE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",621 PRATT STREET EAST,21202,"621 PRATT STREET EAST
21202
(39.28673664300004, -76.60725715799998)",39.286736643,-76.607257158
557,LB,BWL,50,05/01/2015,04/30/2016,2015,$2500.00,296,Renewed,RALPH W.,MCCRACKEN,DICK'S LAST RESORT,"DICK'S LAST RESORT OF BALTIMORE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",621 PRATT STREET EAST,21202,"621 PRATT STREET EAST
21202
(39.28673664300004, -76.60725715799998)",39.286736643,-76.607257158
558,LBD7,BWL,293,05/01/2015,04/30/2016,2015,$1320.00,790,Renewed,JAMES L.,DIMITRI,DIMITRI'S TAVERN,,Tavern,7 days,"Beer, Wine, & Liquor",3820 FALLS ROAD,21211,"3820 FALLS ROAD
21211
(39.33435028400004, -76.63600408999997)",39.334350284,-76.63600409
559,LBD7,BWL,293,05/01/2015,04/30/2016,2015,$1320.00,790,Renewed,KAREN,GREEN,DIMITRI'S TAVERN,,Tavern,7 days,"Beer, Wine, & Liquor",3820 FALLS ROAD,21211,"3820 FALLS ROAD
21211
(39.33435028400004, -76.63600408999997)",39.334350284,-76.63600409
560,LB,BWL,45,05/01/2015,04/30/2016,2015,$1320.00,268,Renewed,HENRY,CHEN,DING HOW RESTAURANT,"CMS DING HOW, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",631-37 BROADWAY SOUTH,21231,"631-37 BROADWAY SOUTH
21231
(39.28420911100005, -76.59319496699999)",39.284209111,-76.593194967
561,LBD7,BWL,250,05/01/2015,04/30/2016,2015,$1320.00,679,Renewed,JOSEPH,DIPASQUALE,DIPASQUALE'S,"L. DIPASQUALE & SONS, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3700 GOUGH STREET,21224,"3700 GOUGH STREET
21224
(39.288698031000024, -76.56647079599998)",39.288698031,-76.566470796
562,LBD7,BWL,188,05/01/2015,04/30/2016,2015,$1320.00,513,Renewed,TERESA ANN,PIRDGEON,DIVING HORSE GENTLEMAN CLUB,"5 COMMERCE STREET, LLC",Tavern,7 days,"Beer, Wine, & Liquor",5-11 COMMERCE STREET,21202,"5-11 COMMERCE STREET
21202
(39.289480946000026, -76.61014600399994)",39.289480946,-76.610146004
563,LBD7,BWL,188,05/01/2015,04/30/2016,2015,$1320.00,513,Renewed,TERESA ANN,PRIDGEON,DIVING HORSE GENTLEMAN CLUB,"5 COMMERCE STREET, LLC",Tavern,7 days,"Beer, Wine, & Liquor",5-11 COMMERCE STREET,21202,"5-11 COMMERCE STREET
21202
(39.289480946000026, -76.61014600399994)",39.289480946,-76.610146004
564,LBD7,BWL,188,05/01/2015,04/30/2016,2015,$1320.00,513,Renewed,THOMAS W.,"SHERWOOD, JR.",DIVING HORSE GENTLEMAN CLUB,"5 COMMERCE STREET, LLC",Tavern,7 days,"Beer, Wine, & Liquor",5-11 COMMERCE STREET,21202,"5-11 COMMERCE STREET
21202
(39.289480946000026, -76.61014600399994)",39.289480946,-76.610146004
565,AE,AE,2,07/01/2015,06/30/2016,2015,$1000.00,1272,Renewed,TERESA ANN,PIRDGEON,DIVING HORSE GENTLEMAN CLUB,"5 COMMERCE STREET, LLC",Adult,,,5-11 COMMERCE STREET,21202,"5-11 COMMERCE STREET
21202
(39.289480946000026, -76.61014600399994)",39.289480946,-76.610146004
