,ward,sect,block,lot,propertyAddress,lotSize,cityTax,stateTax,resCode,amountDue,asOfDate,Latitude,Longitude
170683,27,480,5173 ,099D,538 CHATEAU AVE                  ,18X88            ,$1958.01,$97.55,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35072829587523,-76.60796760631916
50028,8,220,1555 ,089 ,1109 N PORT ST                   ,12X60            ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30413312204706,-76.58331568447045
161906,27,130,4917 ,005 ,4302 EVANS CHAPEL ROAD           ,14X175-6         ,$3347.27,$166.77,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34120949092636,-76.63549253565122
177775,27,290,5288D,173 ,2112 WALSHIRE AVE                ,31X105           ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.36389751016304,-76.57105907251736
106389,15,190,3262A,077 ,NWS 14 FT ALLEY                  ,20-5X26          ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.27262269328378,-76.6151301848094
154714,27,200,4605A,048D,3309 W GARRISON AVE              ,18X97            ,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.34648580167948,-76.67511440050839
136077,9,30,4074A,027 ,3026 MATHEWS ST                  ,18-3X76-7        ,$2113.12,$105.28,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.325131137093365,-76.60694311393274
101039,15,270,3085 ,177 ,2303 KOKO LANE                   ,20X90            ,$1913.79,$95.35,PRINCIPAL RESIDENCE      ,,03/25/2015,39.31342348480706,-76.66333565141838
25689,4,100,0599 ,032 ,112 CLAY ST                      ,14X60            ,$4507.24,$224.56,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29236429337851,-76.61705759023482
113078,13,100,3463F,004 ,831 BROOKS LANE                  ,25X110           ,$3691.22,$183.90,PRINCIPAL RESIDENCE      ,,03/25/2015,39.315963153178075,-76.63551001847179
79412,20,200,2230D,016 ,31 N BERNICE AVE                 ,19-7X72-4        ,$1969.25,$98.11,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28683213719444,-76.66973552387452
170568,27,490,5172 ,015 ,5208 THE ALAMEDA                 ,50X136-1         ,$3318.05,$165.31,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.35137515933724,-76.59874600842073
52752,7,190,1613 ,020 ,2916 E MADISON ST                ,13X75            ,$229.30,$11.42,PRINCIPAL RESIDENCE      ,,03/25/2015,39.30015753134609,-76.57619085862041
52687,7,190,1612 ,022 ,2816 E MADISON ST                ,13X68            ,$562.00,$28.00,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30010857944848,-76.57760230320292
119697,13,120,3670B,054 ,3322 GILMAN TERR                 ,20X80            ,$5138.19,$256.00,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32801929635451,-76.6257965714538
127069,9,10,3913 ,081 ,652 DUMBARTON AVE                ,18-2X90          ,$2383.62,$118.76,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.33818846132954,-76.60527175718505
234704,28,20,8234 ,008 ,4214 OAKFORD AVE                 ,50X150           ,$2852.71,$142.13,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33559751001815,-76.69078015977573
15200,19,90,0279 ,069 ,307 S PARRISH ST                 ,12X69            ,$224.80,$11.20,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28410248883989,-76.64138540631063
98980,15,60,3007 ,005 ,1906 BRADDISH AVE                ,14-7X60          ,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$37.37,03/25/2015,39.30995955798829,-76.66125636308988
40264,10,120,1188 ,001 ,1002 N CENTRAL AVE               ,1032.4 S.F.      ,$1686.00,$84.00,PRINCIPAL RESIDENCE      ,,03/25/2015,39.30198856452171,-76.6003660822281
235512,28,20,8268 ,034 ,5624 CHRYSLER AVE                ,30X108-10        ,$2025.45,$100.91,PRINCIPAL RESIDENCE      ,,03/25/2015,39.3390346298454,-76.70445404481751
156098,27,170,4652D,028 ,2101 NORTHCLIFF DR               ,79-8X125-5       ,$5685.19,$283.25,PRINCIPAL RESIDENCE      ,,03/25/2015,39.37134285439032,-76.66318063707593
13613,20,100,0258 ,012 ,2023 W PRATT ST                  ,15X80            ,$989.12,$49.28,PRINCIPAL RESIDENCE      ,,03/25/2015,39.2850034359609,-76.64931910399264
221877,25,70,7362 ,007 ,ES SUN ST 212-10 FT              ,30X197-7         ,$377.66,$18.82,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
63449,2,70,1782 ,049 ,1927 EASTERN AVE                 ,21X60            ,$2812.25,$140.11,NOT A PRINCIPAL RESIDENCE,$1574.79,03/25/2015,39.285763354995936,-76.5891596032323
13906,19,120,0262 ,047 ,1604 MCHENRY ST                  ,12X72            ,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$790.98,03/25/2015,39.28440785453995,-76.64262202358674
36154,9,120,1099B,092 ,1809 HOPE ST                     ,0.031 ACRES      ,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$142.87,03/25/2015,39.31093859504119,-76.6017985070946
183549,27,340,5492 ,052 ,2826 PINEWOOD AVE                ,50X140           ,$2899.92,$144.48,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36256648565586,-76.55623948086657
24087,11,120,0513 ,024 ,907 SAINT PAUL ST                ,20X124           ,$6457.76,$321.74,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30001300669602,-76.61418565744134
89931,16,180,2501 ,117 ,SES 10 FT ALLEY 1ST              ,18X15-10         ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
105501,13,50,3232 ,026 ,2908 AUCHENTOROLY TERR           ,14X80            ,$1735.46,$86.46,PRINCIPAL RESIDENCE      ,,03/25/2015,39.316157795247136,-76.64550085867688
198110,26,220,6019E,016 ,4703 SUNBROOK AVE                ,60X90            ,$3291.07,$163.97,PRINCIPAL RESIDENCE      ,,03/25/2015,39.339443726947536,-76.53514589306769
164398,27,110,5022 ,005 ,309 BROADMOOR ROAD               ,73X138-6         ,$7679.17,$382.59,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35562581218255,-76.61479522421939
18500,14,130,0342 ,016 ,1718 EUTAW PL                    ,27X130           ,$9784.04,$487.46,PRINCIPAL RESIDENCE      ,,03/25/2015,39.307467675094244,-76.63070923953899
88747,16,210,2475C,030 ,930 N FRANKLINTOWN ROAD          ,16X81-7          ,$1494.92,$74.48,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29799782204293,-76.66728443512778
102772,15,240,3121 ,008 ,3603 ROSEDALE ROAD               ,60X120           ,$3658.24,$182.26,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32595515980387,-76.6660804524501
56001,6,20,1673 ,060 ,403 N ROSE ST                    ,12X61            ,$1785.65,$88.96,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29599312708223,-76.58137509318522
202611,26,300,6129 ,019 ,3937 LYNDALE AVE                 ,16X110           ,$1762.43,$87.81,PRINCIPAL RESIDENCE      ,,03/25/2015,39.31843522220885,-76.5599458352313
2996,16,160,0055C,055 ,1120 N CARROLLTON AVE            ,13-9X80          ,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.301699515221515,-76.63745643736388
67520,1,60,1864 ,021 ,814 S MILTON AVE                 ,12-6X70          ,$4979.32,$248.08,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28245793908371,-76.58125621000528
180791,27,270,5399 ,027 ,5400 CATALPHA ROAD               ,50X125           ,$2859.46,$142.46,PRINCIPAL RESIDENCE      ,,03/25/2015,39.355089672351596,-76.56869423145281
3325,16,30,0059 ,063 ,1800 MOSHER ST                   ,13-6X80          ,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29987780711622,-76.64644143352456
161736,27,160,4913 ,005 ,211 RIDGEWOOD ROAD               ,85X167           ,$11628.90,$579.38,PRINCIPAL RESIDENCE      ,,03/25/2015,39.347370431501304,-76.6397956369583
65150,3,70,1818 ,042C,1530 THAMES ST U# T27            ,1669 CU FT       ,$359.68,$17.92,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28065371379893,-76.5953403585699
149366,27,220,4396 ,035 ,2511 PINEBRUSH ROAD              ,60X116-6         ,$4983.82,$248.30,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36606071603029,-76.67868672081471
956,15,140,0017 ,020 ,1617 N GILMOR ST                 ,14X90            ,$756.83,$37.71,NOT A PRINCIPAL RESIDENCE,$898.67,03/25/2015,39.307273033924446,-76.64339476335687
61953,1,140,1761 ,058 ,242 S ROBINSON ST                ,12-6X62-6        ,$3003.33,$149.63,NOT A PRINCIPAL RESIDENCE,$3533.39,03/25/2015,39.28923777150703,-76.57245536532207
124226,12,150,3833 ,023 ,2516 GUILFORD AVE                ,15X154           ,$3157.70,$157.32,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.318788375184454,-76.6129362194302
75461,20,80,2109 ,025 ,2524 WILKENS AVE                 ,13-7X77-5        ,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.27933667554822,-76.65483900781317
121236,12,10,3701D,095 ,221 RIDGEMEDE ROAD U# 204        ,924.34 SQ FT     ,$1910.80,$95.20,PRINCIPAL RESIDENCE      ,,03/25/2015,39.339367968058355,-76.6251800106482
144872,27,230,4218D,031 ,4012 LABYRINTH ROAD              ,32-6X125         ,$3064.02,$152.66,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36036756860949,-76.70764485562478
50565,8,130,1569 ,007 ,2113 E CHASE ST                  ,12-2X70          ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30347343695064,-76.58768988258123
108680,15,330,3347A,017 ,2434 SHIRLEY AVE                 ,17-9X77-1        ,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.336127821342984,-76.6579171470579
134713,9,20,4049B,008 ,3353 GREENMOUNT AVE              ,15-4X99-3        ,$2949.38,$146.94,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.32961139674967,-76.6094151820642
216777,25,60,7027 ,017 ,3430 S HANOVER ST                ,0.418 ACRES      ,$3165.18,$157.70,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.24130574556477,-76.60815991734552
180982,27,290,5406 ,041 ,5606 PILGRIM ROAD                ,0.143 ACRES      ,$3886.79,$193.65,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35902330428314,-76.57022572473659
102350,15,230,3114 ,002 ,3503 COPLEY ROAD                 ,65X151-3         ,$4820.45,$240.16,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32810554493602,-76.67657130132369
223536,25,40,7473 ,020 ,2508 HURON ST                    ,47X100           ,$2252.50,$112.22,PRINCIPAL RESIDENCE      ,,03/25/2015,39.26215340835421,-76.6437187782982
28269,21,40,0768 ,115 ,1262 SARGEANT ST                 ,12X65            ,$2158.08,$107.52,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.2813833292783,-76.63541910780481
33546,23,60,0977 ,032 ,1307 S HANOVER ST                ,14X78            ,$5433.42,$270.70,PRINCIPAL RESIDENCE      ,,03/25/2015,39.274453145497375,-76.61534535030688
43825,2,50,1445 ,042 ,1609 EASTERN AVE                 ,13-6X60          ,$3452.93,$172.03,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28549295403769,-76.59493941921801
135821,9,40,4070A,068 ,2617 BOONE ST                    ,13X80            ,$539.52,$26.88,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.32002033037503,-76.60858533174684
187741,27,30,5674A,003C,5922 THEODORE AVE                ,30X134           ,$2821.24,$140.56,PRINCIPAL RESIDENCE      ,,03/25/2015,39.352779611690835,-76.54981629798294
105121,15,180,3214 ,067 ,2034 RUXTON AVE                  ,20X76-5          ,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,03/25/2015,39.311668210520565,-76.6550254912326
86558,15,60,2406 ,098 ,2810 PRESBURY ST                 ,17-3X85          ,$809.28,$40.32,NOT A PRINCIPAL RESIDENCE,$960.15,03/25/2015,39.307288185702305,-76.66439161288184
129797,9,230,3970E,009 ,1617 SHADYSIDE ROAD              ,20X100           ,$2825.74,$140.78,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33859289724552,-76.59077151839006
139822,8,20,4157 ,029 ,1926 N WASHINGTON ST             ,13-9X75          ,$398.64,$19.86,PRINCIPAL RESIDENCE      ,$338.25,03/25/2015,39.31297825564309,-76.59050577951729
131897,9,210,3977A,014 ,3628 ELKADER ROAD                ,17-9X85          ,$3045.30,$151.72,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.33297042664498,-76.60287661346416
97370,15,260,2920 ,011 ,3502 POWHATAN AVE                ,50X163           ,$2600.94,$129.58,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.321457416427734,-76.67696175008388
191781,27,10,5811A,033 ,4702 CROSSWOOD AVE               ,45-8X152-4       ,$2587.45,$128.91,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.34035749480364,-76.56265450510051
63839,1,70,1788 ,019 ,2535 EASTERN AVE                 ,13X80            ,$4181.28,$208.32,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28606289398846,-76.5803995526964
64909,3,70,1808 ,028 ,1515 - 1519 FLEET ST             ,44-4X82          ,$10046.31,$500.53,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
166682,27,570,5129A,049 ,908 E LAKE AVE                   ,20X109-2         ,$2926.90,$145.82,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36696749075816,-76.6028334891734
189292,26,230,5730 ,033 ,5934 KAVON AVE                   ,75X140           ,$3187.66,$158.82,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34632379420884,-76.5384606322516
164478,27,110,5026 ,004 ,5306 - 5310 YORK ROAD            ,80-6X202-2       ,$8047.84,$400.96,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
123538,12,130,3817 ,037 ,213 E 23RD ST                    ,14X73            ,$1312.83,$65.41,PRINCIPAL RESIDENCE      ,,03/25/2015,39.3153827244343,-76.61314950984121
146649,27,230,4292 ,097 ,3601 CLARKS LANE U# 324          ,1601 S.F. 0.819% ,$1124.00,$56.00,PRINCIPAL RESIDENCE      ,,03/25/2015,39.362257751994775,-76.69981553775608
175494,27,440,5267C,030 ,4615 MARBLE HALL ROAD            ,19X110           ,$2256.99,$112.45,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.34729816917627,-76.59687534841777
188256,27,30,5691 ,054 ,NWS FAIRWOOD AVE                 ,0.166 ACRES      ,$254.02,$12.66,NOT A PRINCIPAL RESIDENCE,,03/25/2015,,
182574,27,370,5466 ,058 ,7105 CHAMBERS ROAD               ,50X125           ,$3331.54,$165.98,PRINCIPAL RESIDENCE      ,,03/25/2015,39.370275237713145,-76.55457744828982
102882,15,230,3123A,032 ,3427 DOLFIELD AVE                ,0.181 ACRES      ,$3091.00,$154.00,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33333540840346,-76.67305262108079
114569,13,140,3533 ,012 ,830 W 34TH ST                    ,13-3X80          ,$2767.29,$137.87,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32865333188687,-76.63025413581892
127798,9,150,3941C,052 ,2045 - 2047 E 31ST ST            ,54X104           ,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.32425537188897,-76.62313505933474
53377,7,170,1627 ,084 ,711 N BELNORD AVE                ,12-3X65          ,$644.43,$32.11,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29948269537118,-76.57876549263256
81217,20,170,2281 ,259 ,114 DENISON ST                   ,28-6X90          ,$2331.18,$116.14,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28895338429231,-76.67651069421237
15739,21,10,0285 ,038 ,343 SCOTT ST                     ,28-3X70          ,$3255.10,$162.18,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.2839031846853,-76.62884557266426
212277,26,40,6480 ,007 ,3512 ELLIOTT ST                  ,14X68-3          ,$4334.14,$215.94,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.27949751749753,-76.567201199475
177473,27,290,5288A,034 ,1917 LYDONLEA WAY                ,30-2X92-5        ,$2414.35,$120.29,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36000467237881,-76.57776197963085
47263,8,170,1498 ,038 ,1415 N WASHINGTON ST             ,12-4X64-9        ,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,03/25/2015,39.3072415648474,-76.5900757030305
224532,25,40,7525 ,009 ,3206 POLAR AVE                   ,7X48             ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.252203164445575,-76.65138329180468
104179,15,180,3203 ,009 ,2316 W NORTH AVE                 ,23X87-3          ,$472.08,$23.52,PRINCIPAL RESIDENCE      ,$296.96,03/25/2015,39.30954492376031,-76.65519710436206
207301,26,130,6290 ,006 ,111 S CLINTON ST                 ,14X87            ,$5408.69,$269.47,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29099304489421,-76.57021523504426
57965,6,160,1711 ,020 ,139 N LAKEWOOD AVE               ,14X75            ,$3275.34,$163.18,PRINCIPAL RESIDENCE      ,,03/25/2015,39.29406302548932,-76.57911514904407
57811,6,150,1709 ,088 ,122 N ROSE ST                    ,12X57-6          ,$2476.55,$123.39,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.293828755693596,-76.58131565159522
39552,10,50,1165B,016 ,1130 BARCLAY ST                  ,12X104-6         ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30326830518925,-76.61044550205747
30189,21,130,0857 ,040 ,844 WOODWARD ST                  ,12X57            ,$4131.82,$205.86,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28168753035635,-76.62833157773935
207639,26,120,6296 ,024 ,347 S BOULDIN ST                 ,12-6X70          ,$2942.63,$146.61,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28760254592186,-76.5707746853027
165848,27,660,5086B,016 ,210 E LAKE AVE                   ,60X169           ,$6678.07,$332.72,PRINCIPAL RESIDENCE      ,,03/25/2015,39.368178466564075,-76.6168092433511
197572,26,220,6003 ,031 ,4303 BERGER AVE                  ,15X100           ,$2065.91,$102.93,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.339547458349614,-76.54694095855757
192980,27,10,5858A,013 ,4108 WILKE AVE                   ,50X135-2         ,$3118.72,$155.38,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33370120854505,-76.55972788273482
59256,6,150,1727 ,037 ,18 N LAKEWOOD AVE                ,13-6X75          ,$3284.33,$163.63,PRINCIPAL RESIDENCE      ,,03/25/2015,39.29277745631566,-76.57908601100979
47037,8,160,1491 ,040 ,3007 E FEDERAL ST                ,19-9X90          ,$2226.26,$110.92,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30920313551741,-76.57545891119901
227936,25,30,7804 ,033 ,1612 SPENCE ST                   ,0.173 ACRES      ,$2920.15,$145.49,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27033652760974,-76.65316881748612
202961,26,300,6133 ,109 ,4107 ARDLEY AVE                  ,16X109-11        ,$1721.97,$85.79,PRINCIPAL RESIDENCE      ,,03/25/2015,39.31750746809627,-76.55704951732059
167116,27,570,5137E,047 ,6141 MACBETH DR                  ,22X110           ,$2445.82,$121.86,PRINCIPAL RESIDENCE      ,,03/25/2015,39.3688894337015,-76.59740799168469
121366,12,180,3701E,019K,101 W 39TH ST U# P12             ,165 SQ FT        ,$173.10,$8.62,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.33579458565271,-76.62087271130576
199912,26,200,6055 ,079 ,5400 PARKSIDE PL                 ,0.107 ACRES      ,$5352.49,$266.67,PRINCIPAL RESIDENCE      ,,03/25/2015,39.319016817373324,-76.53897928926199
201736,26,290,6115 ,091 ,3678 CHESTERFIELD AVE            ,16X100           ,$1744.45,$86.91,PRINCIPAL RESIDENCE      ,,03/25/2015,39.31741072982243,-76.56303796073252
93647,20,40,2548 ,010 ,26 S AUGUSTA AVE                 ,30X140           ,$472.08,$23.52,PRINCIPAL RESIDENCE      ,$548.38,03/25/2015,39.28514912613235,-76.68484649586827
216892,25,60,7027F,013 ,2 W TALBOTT ST                   ,28-9X77-6        ,$1578.10,$78.62,PRINCIPAL RESIDENCE      ,,03/25/2015,39.23653724330023,-76.61233501005188
181205,27,270,5412A,007 ,2808 HAMILTON AVE                ,35X130           ,$2493.03,$124.21,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35393231052882,-76.56334915493875
168642,27,560,5138A,754 ,827 E LAKE AVE                   ,22-8X100         ,$2845.97,$141.79,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.36685326966375,-76.60365051875561
193184,27,10,5864D,027 ,3307 MORAVIA ROAD                ,30X111           ,$2679.62,$133.50,PRINCIPAL RESIDENCE      ,,03/25/2015,39.338745523887894,-76.56687342716612
126955,9,10,3911 ,016 ,725 E 41ST ST                    ,23X100           ,$1907.05,$95.01,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.339693148521064,-76.60524961227895
188920,26,230,5715 ,010 ,4204 RASPE AVE                   ,60X150           ,$3347.27,$166.77,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.34937745750477,-76.53565405948643
130644,9,230,3971I,018 ,1216 ROUNDHILL ROAD              ,70-6X143         ,$7438.63,$370.61,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33773740545797,-76.59587533198021
140056,8,20,4164A,035 ,1669 CLIFTVIEW AVE               ,13X65            ,$323.71,$16.13,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31521255831399,-76.59422961760197
197110,26,210,5985 ,009C,5107 BELAIR ROAD                 ,15X90            ,$1536.13,$76.53,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.33629682194186,-76.55422429621348
196166,26,400,5934A,027 ,4402 KAVON AVE                   ,15X90            ,$1853.86,$92.36,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.32830368356923,-76.56217897238088
35181,23,90,1021 ,001 ,1751 S HANOVER ST                ,28-2X82          ,$3916.24,$195.12,NOT A PRINCIPAL RESIDENCE,$2710.64,03/25/2015,39.26951250399998,-76.6150155077587
96802,15,280,2874 ,007 ,2514 QUEEN ANNE ROAD             ,99-7X119-5       ,$4846.69,$241.47,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31542351768229,-76.68756915109464
